Price;Host ID;Host Response Rate;Host Total Listings Count;Neighbourhood Cleansed;Neighbourhood Group Cleansed;Smart Location;Property Type;Room Type;Accommodates;Bathrooms;Bedrooms;Beds;Bed Type;Guests Included;Extra People;Minimum Nights;Maximum Nights;Availability 30;Availability 60;Availability 90;Availability 365;Number of Reviews;Review Scores Accuracy;Review Scores Cleanliness;Review Scores Location;Review Scores Value;Cancellation Policy;Calculated host listings count
100.0;34254425;100.0;3.0;Palacio;Centro;Madrid, Spain;Apartment;Entire home/apt;4;1.0;0.0;2.0;Real Bed;1;0;1;365;0;0;0;96;2;9.0;8.0;10.0;9.0;strict;2.0
120.0;104897414;100.0;4.0;Cortes;Centro;Madrid, Spain;Apartment;Entire home/apt;6;1.0;3.0;3.0;Real Bed;3;10;2;1125;7;17;37;312;12;9.0;9.0;10.0;9.0;flexible;4.0
150.0;14811120;100.0;2.0;Sol;Centro;Madrid, Spain;Apartment;Entire home/apt;4;2.0;2.0;3.0;Real Bed;1;0;2;1125;2;7;20;271;111;10.0;10.0;10.0;10.0;strict;2.0
92.0;79270721;88.0;10.0;Sol;Centro;Madrid, Spain;Apartment;Entire home/apt;5;1.0;1.0;3.0;Real Bed;1;0;1;25;7;27;52;327;1;10.0;10.0;10.0;10.0;moderate;8.0
60.0;2825772;100.0;7.0;Palacio;Centro;Madrid, Spain;Other;Entire home/apt;2;1.0;0.0;1.0;Real Bed;1;0;2;30;10;40;70;70;10;9.0;10.0;10.0;9.0;strict;7.0
40.0;5846171;100.0;4.0;Vallehermoso;Chamberí;Madrid, Spain;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;2;0;1;1125;8;21;51;326;7;10.0;10.0;9.0;10.0;moderate;2.0
90.0;2155832;100.0;1.0;Harlem;Manhattan;New York, NY;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;2;25;3;30;1;2;2;137;169;10.0;10.0;9.0;10.0;strict;1.0
25.0;32492581;100.0;2.0;Palacio;Centro;Madrid, Spain;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;1;13;1;1125;5;29;59;59;192;10.0;10.0;10.0;10.0;strict;2.0
36.0;11902716;100.0;1.0;Palacio;Centro;Madrid, Spain;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;1;0;2;1125;1;1;1;1;80;10.0;10.0;10.0;10.0;flexible;1.0
29.0;25054983;100.0;1.0;Vallehermoso;Chamberí;Madrid, Spain;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;1;0;1;1125;30;60;90;365;5;10.0;8.0;9.0;10.0;flexible;1.0
265.0;6784247;100.0;3.0;Balboa Park;;San Diego, CA;Townhouse;Entire home/apt;8;2.0;3.0;4.0;Real Bed;8;25;1;28;2;6;23;97;31;10.0;10.0;10.0;10.0;strict;3.0
68.0;60178656;93.0;1.0;Puerta del Angel;Latina;Madrid, Spain;Apartment;Entire home/apt;5;2.0;1.0;3.0;Real Bed;2;10;2;1125;15;45;75;161;5;9.0;7.0;8.0;8.0;moderate;1.0
25.0;677895;;1.0;Sol;Centro;Madrid, Spain;House;Private room;2;1.0;1.0;1.0;Real Bed;1;25;1;1125;0;0;0;0;0;;;;;flexible;1.0
89.0;89498753;96.0;39.0;Cortes;Centro;Madrid, Spain;Apartment;Entire home/apt;2;1.0;0.0;1.0;Real Bed;1;0;1;1125;15;44;74;349;1;8.0;10.0;10.0;10.0;flexible;29.0
73.0;2752722;100.0;1.0;Palacio;Centro;Madrid, Spain;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;2;0;3;1125;0;0;0;0;9;9.0;9.0;10.0;9.0;moderate;1.0
170.0;4180632;100.0;5.0;Palacio;Centro;Madrid, Spain;Loft;Entire home/apt;8;2.0;3.0;5.0;Real Bed;6;25;1;1125;7;19;31;301;188;10.0;10.0;9.0;9.0;strict;4.0
52.0;2516266;100.0;36.0;Almenara;Tetuán;Madrid, Spain;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;1;0;2;1125;0;0;0;3;8;7.0;9.0;7.0;8.0;moderate;26.0
75.0;100471132;13.0;1.0;Acacias;Arganzuela;Madrid, Spain;Apartment;Entire home/apt;2;1.0;2.0;1.0;Real Bed;1;0;3;15;27;57;87;87;0;;;;;flexible;1.0
67.0;66633284;82.0;3.0;Embajadores;Centro;Madrid, Spain;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;3;0;1;185;3;20;48;323;28;10.0;10.0;10.0;10.0;strict;3.0
120.0;19426672;;1.0;Palma de Mallorca;;Palma, Spain;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;1;0;7;1125;29;45;75;350;0;;;;;strict;1.0
50.0;2464195;100.0;1.0;Westminster;;Greater London, United Kingdom;Apartment;Private room;3;1.0;1.0;2.0;Real Bed;1;12;1;1125;20;50;80;80;65;9.0;9.0;9.0;9.0;strict;1.0
30.0;21725728;100.0;1.0;Universidad;Centro;Madrid, Spain;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;1;10;1;40;9;32;55;126;45;10.0;9.0;10.0;10.0;strict;1.0
52.0;27769922;100.0;2.0;Embajadores;Centro;Madrid, Spain;House;Private room;2;1.0;1.0;1.0;Real Bed;1;0;2;1125;4;9;17;229;96;10.0;10.0;10.0;10.0;flexible;2.0
110.0;19721522;88.0;3.0;Nueva España;Chamartín;Madrid, Spain;Apartment;Entire home/apt;3;1.0;2.0;2.0;Real Bed;1;0;5;28;30;60;90;365;0;;;;;flexible;2.0
160.0;11522873;100.0;1.0;Embajadores;Centro;Madrid, Spain;Apartment;Entire home/apt;3;2.0;2.0;2.0;Real Bed;1;0;4;1125;19;49;79;169;16;10.0;10.0;10.0;10.0;strict;1.0
70.0;12022820;100.0;2.0;Universidad;Centro;Madrid, Spain;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;1;20;3;1125;3;5;9;284;5;9.0;10.0;10.0;10.0;flexible;2.0
25.0;82336134;100.0;3.0;Puerta del Angel;Latina;Madrid, Spain;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;1;15;1;1125;22;52;82;357;5;8.0;9.0;8.0;8.0;moderate;3.0
22.0;76896853;100.0;1.0;Fuente del Berro;Salamanca;Madrid, Spain;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;1;0;4;1125;0;0;0;23;1;6.0;4.0;8.0;6.0;moderate;1.0
110.0;102865573;100.0;2.0;Argüelles;Moncloa - Aravaca;Madrid, Spain;Apartment;Entire home/apt;4;2.0;2.0;3.0;Real Bed;2;20;3;1125;7;37;62;90;0;;;;;moderate;1.0
100.0;36215080;;1.0;Universidad;Centro;Madrid, Spain;Apartment;Entire home/apt;3;1.0;1.0;1.0;Real Bed;1;0;1;1125;0;0;0;0;0;;;;;flexible;1.0
18.0;1739204;100.0;1.0;Butarque;Villaverde;Madrid, Spain;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;1;0;3;7;27;53;83;355;8;10.0;10.0;8.0;10.0;flexible;1.0
250.0;396363;100.0;84.0;la Dreta de l'Eixample;Eixample;Barcelona, Spain;Apartment;Entire home/apt;7;2.0;3.0;5.0;Real Bed;1;0;2;1125;8;29;43;290;0;;;;;strict;65.0
139.0;45601781;100.0;1.0;Lista;Salamanca;Madrid, Spain;House;Entire home/apt;10;3.0;3.0;10.0;Real Bed;4;25;2;1234;11;21;36;278;59;10.0;10.0;10.0;9.0;moderate;1.0
45.0;118348681;100.0;1.0;Berruguete;Tetuán;Madrid, Spain;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;1;0;1;1125;0;0;0;97;1;10.0;10.0;10.0;10.0;flexible;1.0
80.0;3902544;88.0;1.0;Harlem;Manhattan;New York, NY;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;1;15;1;1125;6;7;37;312;7;10.0;10.0;9.0;10.0;strict;1.0
90.0;15884349;100.0;1.0;Lower East Side;Manhattan;New York, NY;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;1;20;1;31;7;30;51;66;6;10.0;10.0;10.0;10.0;strict;1.0
57.0;4261235;100.0;16.0;Ealing;;London, United Kingdom;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;1;0;1;100;0;2;26;57;0;;;;;flexible;16.0
35.0;14238818;100.0;3.0;Embajadores;Centro;Madrid, Spain;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;1;0;1;12;20;45;71;71;177;10.0;10.0;9.0;10.0;strict;2.0
128.0;6288128;96.0;10.0;Cortes;Centro;Madrid, Spain;House;Entire home/apt;4;2.0;2.0;4.0;Real Bed;1;0;1;1125;6;24;45;319;88;9.0;9.0;10.0;9.0;flexible;10.0
50.0;94027309;97.0;4.0;Justicia;Centro;Madrid, Spain;Apartment;Private room;2;2.0;1.0;1.0;Real Bed;1;0;2;1125;11;35;65;66;43;10.0;10.0;10.0;9.0;strict;4.0
90.0;10561681;100.0;8.0;Sol;Centro;Madrid, Spain;Apartment;Entire home/apt;3;1.0;1.0;3.0;Real Bed;1;0;2;10;4;13;24;285;1;10.0;10.0;8.0;8.0;moderate;8.0
85.0;37718197;100.0;1.0;Universidad;Centro;Madrid, Spain;Apartment;Entire home/apt;5;1.0;2.0;3.0;Real Bed;4;15;2;1125;7;11;17;281;37;9.0;9.0;10.0;9.0;strict;1.0
22.0;49888648;96.0;2.0;San Diego;Puente de Vallecas;Madrid, Spain;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;1;0;2;1125;0;1;31;306;39;9.0;9.0;8.0;9.0;strict;2.0
20.0;15258781;100.0;114.0;Sol;Centro;Madrid, Spain;Apartment;Private room;2;3.0;1.0;1.0;Real Bed;1;5;10;1125;0;0;0;33;0;;;;;strict;97.0
120.0;66155115;100.0;5.0;Cortes;Centro;Madrid, Spain;Apartment;Entire home/apt;8;2.0;2.0;4.0;Real Bed;4;20;1;1125;0;0;0;35;81;9.0;9.0;10.0;9.0;moderate;4.0
100.0;9285245;100.0;15.0;Embajadores;Centro;Madrid, Spain;Apartment;Entire home/apt;4;2.0;2.0;2.0;Real Bed;1;0;2;1125;8;32;51;51;9;10.0;10.0;10.0;10.0;strict;15.0
18.0;65322709;100.0;2.0;San Fermín;Usera;Madrid, Spain;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;1;0;2;1125;14;35;59;59;8;9.0;9.0;8.0;9.0;strict;2.0
60.0;7170175;100.0;4.0;Palacio;Centro;Madrid, Spain;Apartment;Entire home/apt;3;1.0;1.0;2.0;Real Bed;2;15;1;30;1;13;33;118;73;10.0;10.0;10.0;10.0;moderate;4.0
180.0;3243209;;1.0;Embajadores;Centro;Madrid, Spain;Apartment;Entire home/apt;10;3.0;4.0;6.0;Real Bed;6;30;3;365;0;0;0;176;62;8.0;8.0;10.0;9.0;strict;1.0
65.0;49772159;96.0;14.0;Arapiles;Chamberí;Madrid, Spain;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;1;0;21;1125;1;1;8;164;12;10.0;10.0;9.0;9.0;flexible;12.0
60.0;84785936;100.0;1.0;Palacio;Centro;Madrid, Spain;Apartment;Entire home/apt;6;1.0;2.0;4.0;Real Bed;2;15;2;1125;1;6;36;311;8;10.0;10.0;10.0;10.0;moderate;1.0
55.0;39900377;100.0;1.0;Ibiza;Retiro;Madrid, Spain;Apartment;Entire home/apt;2;1.0;2.0;2.0;Real Bed;1;0;2;1125;16;35;50;50;0;;;;;flexible;1.0
175.0;19959228;;2.0;Richmond upon Thames;;London, United Kingdom;House;Entire home/apt;8;2.5;5.0;5.0;Real Bed;6;25;1;1125;0;0;0;0;6;10.0;9.0;10.0;9.0;moderate;2.0
35.0;1528106;100.0;2.0;Embajadores;Centro;Madrid, Spain;Apartment;Private room;9;1.0;1.0;6.0;Real Bed;1;25;3;1125;24;54;84;174;15;8.0;7.0;9.0;8.0;strict;2.0
18.0;1858083;100.0;1.0;Pilar;Fuencarral - El Pardo;Madrid, Spain;Apartment;Private room;4;1.5;1.0;3.0;Real Bed;1;15;2;7;19;49;76;326;26;9.0;9.0;9.0;9.0;flexible;1.0
50.0;116196433;100.0;2.0;Concepción;Ciudad Lineal;Madrid, Spain;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;2;20;7;1125;2;32;62;337;0;;;;;flexible;2.0
49.0;3719521;97.0;15.0;Vallehermoso;Chamberí;Madrid, Spain;Apartment;Entire home/apt;6;1.0;1.0;3.0;Real Bed;4;10;3;1125;28;58;88;363;9;8.0;8.0;10.0;8.0;strict;11.0
65.0;88625874;69.0;5.0;Palomas;Hortaleza;Madrid, Spain;Chalet;Private room;4;1.0;1.0;4.0;Real Bed;1;20;1;1125;30;60;90;365;2;10.0;10.0;8.0;8.0;flexible;5.0
64.0;2519411;100.0;1.0;Pacífico;Retiro;Madrid, Spain;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;2;20;1;4;0;0;0;97;19;10.0;10.0;9.0;9.0;strict;1.0
20.0;18581320;100.0;7.0;Sol;Centro;Madrid, Spain;Condominium;Private room;2;2.0;1.0;1.0;Real Bed;2;10;2;30;0;7;20;21;127;9.0;8.0;10.0;9.0;strict;7.0
60.0;50838254;100.0;2.0;Embajadores;Centro;Madrid, Spain;Other;Entire home/apt;5;1.0;3.0;3.0;Real Bed;3;15;1;1125;10;25;41;94;9;9.0;9.0;10.0;9.0;strict;2.0
290.0;20502906;33.0;3.0;Algaida;;Pina, Mallorca, Spain;House;Entire home/apt;4;2.0;2.0;2.0;Real Bed;1;70;1;30;30;60;90;365;0;;;;;strict;3.0
65.0;78830794;100.0;1.0;Justicia;Centro;Madrid, Spain;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;2;10;2;30;11;35;59;59;26;10.0;10.0;10.0;9.0;strict;1.0
119.0;116954432;100.0;1.0;Embajadores;Centro;Madrid, Spain;House;Entire home/apt;4;1.0;1.0;1.0;Real Bed;2;30;2;1125;14;42;72;162;0;;;;;moderate;1.0
35.0;77760535;100.0;2.0;Universidad;Centro;Madrid, Spain;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;1;0;1;1125;8;33;60;335;6;8.0;8.0;10.0;7.0;strict;2.0
80.0;36542167;100.0;3.0;Palacio;Centro;Madrid, Spain;Apartment;Entire home/apt;8;1.0;4.0;4.0;Real Bed;2;20;2;1125;0;0;0;96;23;9.0;9.0;10.0;9.0;moderate;3.0
100.0;21514948;75.0;164.0;Justicia;Centro;Madrid, Spain;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;2;10;2;1125;21;22;50;325;3;7.0;9.0;10.0;7.0;strict;145.0
45.0;6711061;100.0;2.0;Argüelles;Moncloa - Aravaca;Madrid, Spain;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;1;10;2;1125;20;45;75;350;10;10.0;10.0;10.0;10.0;strict;2.0
85.0;1650712;100.0;40.0;Palacio;Centro;Madrid, Spain;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;2;20;2;1125;0;0;0;0;3;10.0;9.0;9.0;9.0;strict;40.0
23.0;513331;94.0;4.0;Palomeras Bajas;Puente de Vallecas;Madrid, Spain;Apartment;Private room;2;1.0;1.0;2.0;Real Bed;1;10;3;365;26;41;66;341;64;9.0;10.0;8.0;9.0;strict;4.0
300.0;9583715;100.0;2.0;Gaztambide;Chamberí;Madrid, Spain;Apartment;Private room;6;2.5;1.0;3.0;Real Bed;1;0;1;1125;30;60;90;365;1;10.0;10.0;10.0;10.0;flexible;1.0
42.0;65068845;;20.0;Embajadores;Centro;Madrid, Spain;Apartment;Private room;1;2.0;1.0;1.0;Real Bed;1;0;7;1125;0;4;34;126;0;;;;;flexible;20.0
75.0;17370589;92.0;2.0;Universidad;Centro;Madrid, Spain;Apartment;Entire home/apt;4;2.0;1.0;2.0;Real Bed;2;10;2;1125;6;6;12;46;22;9.0;8.0;10.0;8.0;flexible;2.0
220.0;8864750;100.0;74.0;Alcúdia;;Mal Pas-Bon Aire, Spain;House;Entire home/apt;8;4.0;4.0;8.0;Real Bed;1;0;7;1125;21;51;67;138;0;;;;;strict;64.0
128.0;5558099;96.0;147.0;Inca;;Inca, Spain;House;Entire home/apt;6;2.0;3.0;6.0;Real Bed;1;0;5;1125;19;20;35;173;2;10.0;10.0;8.0;10.0;strict;129.0
18.0;40680770;100.0;1.0;Cármenes;Latina;Madrid, Spain;Apartment;Private room;1;1.5;1.0;1.0;Real Bed;1;0;2;1125;19;49;79;354;9;8.0;10.0;9.0;9.0;moderate;1.0
90.0;15925831;;1.0;Palacio;Centro;Madrid, Spain;Apartment;Entire home/apt;3;1.0;1.0;2.0;Real Bed;1;0;3;1125;4;4;10;10;0;;;;;moderate;1.0
30.0;34850244;100.0;2.0;Nueva España;Chamartín;Madrid, Spain;Condominium;Private room;1;1.0;1.0;1.0;Real Bed;1;0;1;1125;26;56;86;361;2;9.0;8.0;9.0;9.0;flexible;1.0
200.0;62229273;100.0;1.0;Palos de Moguer;Arganzuela;Madrid, Spain;Apartment;Entire home/apt;6;2.0;2.0;4.0;Real Bed;1;0;2;1125;10;32;57;332;1;2.0;10.0;10.0;10.0;flexible;1.0
407.0;123270714;;1.0;Ciudad Universitaria;Moncloa - Aravaca;马德里, Spain;House;Private room;2;1.0;1.0;1.0;Real Bed;1;0;1;1125;29;59;89;364;0;;;;;flexible;1.0
195.0;4677030;100.0;8.0;Sol;Centro;Madrid, Spain;Apartment;Entire home/apt;6;4.0;3.0;6.0;Real Bed;1;0;3;100;9;20;34;302;0;;;;;flexible;6.0
105.0;37291567;100.0;24.0;Sol;Centro;Madrid, Spain;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;1;0;2;29;13;37;62;335;1;8.0;10.0;10.0;10.0;strict;21.0
30.0;93857906;10.0;1.0;Sant Pere, Santa Caterina i la Ribera;Ciutat Vella;Barcelona, Spain;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;1;0;1;1125;25;55;85;360;1;;;;;strict;1.0
68.0;8276432;100.0;11.0;Sol;Centro;Madrid, Spain;Apartment;Entire home/apt;3;1.0;0.0;2.0;Real Bed;2;5;2;14;0;2;12;272;231;9.0;9.0;10.0;9.0;moderate;7.0
40.0;22749104;;1.0;Embajadores;Centro;Madrid, Spain;Apartment;Entire home/apt;2;1.0;1.0;2.0;Real Bed;2;0;2;1125;0;0;0;0;0;;;;;flexible;1.0
50.0;6223018;100.0;2.0;Palacio;Centro;Madrid, Spain;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;1;0;2;1125;7;37;67;342;1;10.0;10.0;10.0;10.0;flexible;2.0
119.0;106745942;;6.0;Sol;Centro;Madrid, Spain;Apartment;Entire home/apt;5;1.0;1.0;1.0;Real Bed;7;20;1;1125;16;38;60;85;0;;;;;strict;5.0
70.0;18047243;100.0;1.0;Prosperidad;Chamartín;Madrid, Spain;Apartment;Entire home/apt;6;1.0;2.0;3.0;Real Bed;4;10;2;1125;0;0;0;242;1;10.0;10.0;10.0;10.0;moderate;1.0
50.0;58213837;75.0;2.0;Vista Alegre;Carabanchel;Madrid, Spain;Apartment;Entire home/apt;6;1.0;2.0;4.0;Real Bed;3;15;1;1125;21;46;76;351;0;;;;;flexible;2.0
70.0;99366978;100.0;1.0;Argüelles;Moncloa - Aravaca;Madrid, Spain;Apartment;Entire home/apt;4;1.0;1.0;3.0;Real Bed;4;0;2;1125;15;38;68;158;4;10.0;10.0;10.0;10.0;moderate;1.0
63.0;3153467;100.0;1.0;Justicia;Centro;Madrid, Spain;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;2;10;2;1125;5;5;5;10;5;10.0;10.0;10.0;10.0;moderate;1.0
407.0;123222078;;1.0;Peñagrande;Fuencarral - El Pardo;马德里, Spain;House;Private room;2;1.0;1.0;1.0;Real Bed;1;0;1;1125;30;60;90;180;0;;;;;flexible;1.0
69.0;9706758;100.0;1.0;Castellana;Salamanca;Madrid, Spain;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;2;10;2;1125;9;27;57;65;10;9.0;9.0;10.0;8.0;flexible;1.0
20.0;54849256;80.0;1.0;Guindalera;Salamanca;Madrid, Spain;House;Private room;1;1.0;1.0;1.0;Real Bed;1;0;1;2;6;6;15;15;2;10.0;10.0;10.0;10.0;flexible;1.0
12.0;11560317;100.0;11.0;Puerta del Angel;Latina;Madrid, Spain;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;1;5;4;10;30;60;90;365;15;8.0;8.0;8.0;8.0;strict;11.0
200.0;20029559;100.0;2.0;Palacio;Centro;Madrid, Spain;Condominium;Entire home/apt;8;1.0;3.0;8.0;Real Bed;4;30;2;1125;6;20;37;282;1;10.0;10.0;10.0;10.0;strict;2.0
90.0;4084426;94.0;10.0;Universidad;Centro;Madrid, Spain;Apartment;Entire home/apt;3;1.0;1.0;1.0;Real Bed;1;0;1;365;11;33;57;332;24;9.0;9.0;9.0;9.0;flexible;10.0
30.0;69739507;100.0;3.0;Prosperidad;Chamartín;Madrid, Spain;House;Private room;1;1.0;1.0;1.0;Real Bed;1;0;2;5;15;42;70;345;33;9.0;10.0;10.0;10.0;strict;2.0
31.0;14940741;100.0;1.0;Cortes;Centro;Madrid, Spain;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;1;0;2;31;4;4;24;299;49;10.0;10.0;10.0;10.0;moderate;1.0
60.0;120378976;100.0;1.0;Embajadores;Centro;Madrid, Spain;Condominium;Entire home/apt;2;1.0;1.0;1.0;Real Bed;2;15;2;1125;1;1;1;1;0;;;;;flexible;1.0
90.0;42598702;100.0;1.0;Argüelles;Moncloa - Aravaca;Madrid, Spain;Apartment;Entire home/apt;5;2.0;2.0;3.0;Real Bed;3;10;2;1125;5;25;43;118;13;10.0;10.0;10.0;10.0;flexible;1.0
28.0;6490189;100.0;1.0;Opañel;Carabanchel;Madrid, Spain;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;1;0;1;30;6;36;66;341;8;9.0;10.0;9.0;10.0;flexible;1.0
15.0;57582755;100.0;1.0;San Diego;Puente de Vallecas;Madrid, Spain;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;1;5;1;1125;14;41;70;160;21;9.0;9.0;9.0;9.0;strict;1.0
23.0;49476965;100.0;3.0;Universidad;Centro;Madrid, Spain;House;Shared room;1;1.0;1.0;1.0;Real Bed;1;0;1;1125;0;0;0;8;0;;;;;flexible;2.0
79.0;16663849;56.0;2.0;Palais-Bourbon;;Paris, France;Apartment;Entire home/apt;2;1.0;0.0;1.0;Real Bed;1;0;3;1125;5;28;34;35;7;10.0;10.0;10.0;10.0;flexible;1.0
95.0;31509506;100.0;1.0;Embajadores;Centro;Madrid, Spain;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;1;0;1;6;19;49;79;169;15;10.0;9.0;10.0;9.0;moderate;1.0
45.0;41933900;100.0;3.0;Jerónimos;Retiro;Madrid, Spain;House;Private room;1;2.0;1.0;1.0;Real Bed;1;0;2;1125;29;59;89;364;0;;;;;flexible;3.0
25.0;44441832;0.0;1.0;Delicias;Arganzuela;Madrid, Spain;Bed & Breakfast;Private room;1;1.0;1.0;1.0;Real Bed;1;0;1;1125;30;60;90;365;7;10.0;10.0;10.0;10.0;flexible;1.0
70.0;22471045;100.0;2.0;Imperial;Arganzuela;Madrid, Spain;Apartment;Entire home/apt;4;1.0;2.0;3.0;Real Bed;2;15;3;1125;7;21;38;38;50;10.0;10.0;10.0;10.0;moderate;1.0
88.0;21099361;90.0;1.0;Recoletos;Salamanca;Madrid, Spain;Apartment;Entire home/apt;4;1.0;1.0;2.0;Pull-out Sofa;3;12;4;1125;10;40;67;68;1;10.0;10.0;10.0;10.0;moderate;1.0
55.0;54310958;99.0;207.0;Palacio;Centro;Madrid, Spain;Apartment;Entire home/apt;2;1.0;0.0;1.0;Real Bed;1;0;2;1125;0;2;10;18;0;;;;;strict;67.0
15.0;90080914;50.0;1.0;Campamento;Latina;Madrid, Spain;House;Private room;1;2.0;1.0;1.0;Real Bed;1;0;2;1125;0;0;6;96;0;;;;;flexible;1.0
90.0;3030031;;1.0;Boerum Hill;Brooklyn;Brooklyn, NY;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;1;0;3;7;0;0;0;0;5;10.0;10.0;10.0;10.0;moderate;1.0
45.0;28411573;;1.0;Embajadores;Centro;Madrid, Spain;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;1;0;2;1125;28;58;88;363;0;;;;;flexible;1.0
66.0;10826045;100.0;3.0;Cortes;Centro;Madrid, Spain;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;2;7;2;1125;19;44;50;325;2;10.0;10.0;10.0;10.0;moderate;3.0
28.0;14313341;;1.0;Goya;Salamanca;Madrid, Spain;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;1;20;2;7;0;0;0;0;59;10.0;10.0;10.0;10.0;strict;1.0
25.0;23432268;100.0;1.0;Cármenes;Latina;Madrid, Spain;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;1;10;1;1125;22;52;82;357;1;;;;;flexible;1.0
80.0;21514948;75.0;164.0;Cortes;Centro;Madrid, Spain;Apartment;Entire home/apt;2;1.0;0.0;1.0;Pull-out Sofa;1;0;2;1125;8;8;12;287;0;;;;;strict;145.0
45.0;43555172;100.0;2.0;Ventas;Ciudad Lineal;Madrid, Spain;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;1;0;3;1125;28;58;88;363;1;10.0;10.0;10.0;10.0;flexible;2.0
48.0;104141283;96.0;3.0;Opañel;Carabanchel;Madrid, Spain;House;Entire home/apt;6;1.0;2.0;3.0;Real Bed;4;10;2;1125;1;14;41;131;0;;;;;flexible;2.0
20.0;15258781;100.0;114.0;Embajadores;Centro;Madrid, Spain;Apartment;Private room;2;4.0;1.0;1.0;Real Bed;1;0;10;1125;0;0;5;280;0;;;;;strict;97.0
65.0;4190343;100.0;23.0;Embajadores;Centro;Madrid, Spain;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;2;0;2;60;1;7;13;276;105;9.0;9.0;9.0;9.0;strict;23.0
60.0;39362213;71.0;13.0;Sol;Centro;Madrid, Spain;Apartment;Entire home/apt;6;1.0;2.0;4.0;Real Bed;1;0;1;10;7;25;25;121;16;9.0;9.0;10.0;9.0;strict;7.0
16.0;39220098;100.0;1.0;Peñagrande;Fuencarral - El Pardo;Madrid, Spain;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;1;0;1;1125;30;60;90;365;0;;;;;flexible;1.0
20.0;78780938;100.0;2.0;San Fermín;Usera;Madrid, Spain;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;1;0;1;1125;9;35;52;139;2;10.0;8.0;8.0;10.0;flexible;2.0
58.0;32968395;100.0;4.0;les Corts;Les Corts;Barcelona, Spain;Apartment;Entire home/apt;3;1.0;1.0;2.0;Real Bed;2;20;3;1125;5;18;36;210;64;10.0;10.0;9.0;9.0;strict;4.0
196.0;5558099;96.0;147.0;Petra;;Petra, Spain;House;Entire home/apt;10;4.0;4.0;7.0;Real Bed;1;0;5;1125;30;60;90;316;3;8.0;9.0;9.0;8.0;strict;129.0
10.0;112858358;100.0;4.0;Los Angeles;Villaverde;Madrid, Spain;House;Private room;1;1.5;1.0;1.0;Real Bed;1;0;10;1125;0;0;0;184;0;;;;;flexible;4.0
65.0;64887162;100.0;9.0;Sol;Centro;Madrid, Spain;Apartment;Entire home/apt;4;1.0;0.0;2.0;Real Bed;1;0;2;1125;5;14;29;109;1;10.0;10.0;10.0;10.0;moderate;8.0
32.0;23743299;100.0;2.0;Mirasierra;Fuencarral - El Pardo;Madrid, Spain;Chalet;Private room;2;1.0;1.0;2.0;Real Bed;1;10;1;1125;30;60;90;365;3;9.0;7.0;9.0;6.0;moderate;2.0
