Price;Host ID;Host Response Rate;Host Total Listings Count;Neighbourhood Cleansed;Neighbourhood Group Cleansed;Smart Location;Property Type;Room Type;Accommodates;Bathrooms;Bedrooms;Beds;Bed Type;Guests Included;Extra People;Minimum Nights;Maximum Nights;Availability 30;Availability 60;Availability 90;Availability 365;Number of Reviews;Review Scores Accuracy;Review Scores Cleanliness;Review Scores Location;Review Scores Value;Cancellation Policy;Calculated host listings count
75.0;4190343;100.0;23.0;Cortes;Centro;Madrid, Spain;Apartment;Entire home/apt;6;1.0;1.0;4.0;Real Bed;4;10;2;1125;4;10;11;266;179;10.0;10.0;10.0;10.0;strict;23.0
49.0;31524698;;1.0;Waverley;;Bondi, Australia;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;1;0;4;7;0;0;0;0;0;;;;;flexible;1.0
54.0;49613960;100.0;1.0;Justicia;Centro;Madrid, Spain;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;1;0;2;8;5;11;28;301;40;9.0;9.0;10.0;9.0;strict;1.0
100.0;2593671;100.0;1.0;Phinney Ridge;Other neighborhoods;Seattle, WA;House;Entire home/apt;4;1.0;2.0;2.0;Real Bed;2;20;2;28;22;49;78;78;33;9.0;9.0;10.0;9.0;moderate;1.0
50.0;91302697;100.0;2.0;Cortes;Centro;Madrid, Spain;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;1;0;2;8;7;25;55;146;20;9.0;10.0;10.0;9.0;flexible;2.0
22.0;10940437;100.0;12.0;Sol;Centro;Madrid, Spain;House;Shared room;6;1.0;1.0;6.0;Real Bed;1;22;1;1125;0;0;4;276;3;7.0;7.0;9.0;8.0;flexible;12.0
130.0;16424237;100.0;3.0;Sol;Centro;Madrid, Spain;Apartment;Entire home/apt;6;2.0;2.0;5.0;Real Bed;2;25;3;1125;5;11;16;214;51;10.0;10.0;10.0;9.0;moderate;3.0
45.0;36348651;0.0;2.0;Embajadores;Centro;Madrid, Spain;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;1;0;1;1125;27;57;87;362;4;9.0;8.0;10.0;8.0;flexible;2.0
175.0;12658759;98.0;7.0;Mid-Wilshire;;Los Angeles, CA;Apartment;Entire home/apt;6;1.0;2.0;4.0;Real Bed;4;20;1;365;16;36;52;232;40;10.0;9.0;10.0;10.0;moderate;7.0
100.0;115458397;100.0;1.0;Pacífico;Retiro;Madrid, Spain;House;Entire home/apt;4;2.0;2.0;4.0;Real Bed;4;25;2;1125;14;44;58;320;0;;;;;moderate;1.0
51.0;27714701;100.0;1.0;Palacio;Centro;Madrid, Spain;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;1;0;2;1125;2;2;2;156;15;9.0;9.0;10.0;9.0;flexible;1.0
33.0;3383982;100.0;1.0;Embajadores;Centro;Madrid, Spain;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;1;0;5;20;10;40;57;309;43;10.0;10.0;10.0;10.0;moderate;1.0
70.0;77045622;;1.0;Berruguete;Tetuán;Madrid, Spain;Apartment;Entire home/apt;2;1.0;0.0;1.0;Real Bed;1;0;1;7;0;0;0;0;3;10.0;9.0;8.0;9.0;strict;1.0
45.0;34633183;100.0;1.0;Acacias;Arganzuela;Madrid, Spain;House;Private room;2;1.0;1.0;1.0;Real Bed;2;0;2;4;8;23;53;324;59;10.0;10.0;10.0;10.0;moderate;1.0
28.0;2593151;100.0;1.0;Justicia;Centro;Madrid, Spain;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;1;0;3;180;10;14;44;45;35;9.0;9.0;10.0;9.0;flexible;1.0
60.0;57251021;88.0;1.0;Lista;Salamanca;Madrid, Spain;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;1;0;1;1125;25;55;85;360;0;;;;;flexible;1.0
200.0;32046323;100.0;68.0;Almagro;Chamberí;Madrid, Spain;Apartment;Entire home/apt;2;1.0;1.0;2.0;Real Bed;1;0;30;1125;0;0;0;249;0;;;;;strict;39.0
40.0;7656049;0.0;2.0;Castellana;Salamanca;Madrid, Spain;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;1;20;1;1125;29;59;89;364;1;6.0;2.0;10.0;4.0;moderate;2.0
84.0;2708016;;1.0;Castellana;Salamanca;Madrid, Spain;Apartment;Entire home/apt;4;2.0;2.0;3.0;Real Bed;1;0;1;1125;0;0;0;0;0;;;;;flexible;1.0
20.0;32068100;100.0;1.0;Canillas;Hortaleza;Madrid, Spain;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;1;8;1;1125;11;19;47;138;27;10.0;10.0;9.0;9.0;flexible;1.0
60.0;3544353;100.0;1.0;Palacio;Centro;Madrid, Spain;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;2;15;3;1125;6;10;16;269;112;10.0;10.0;10.0;10.0;moderate;1.0
45.0;4777959;100.0;4.0;Castilla;Chamartín;Madrid, Spain;Apartment;Entire home/apt;2;1.0;0.0;1.0;Real Bed;1;10;2;330;8;15;22;268;20;9.0;10.0;9.0;9.0;moderate;4.0
100.0;99991901;100.0;5.0;Universidad;Centro;Madrid, Spain;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;2;10;1;1125;16;40;66;156;2;10.0;9.0;10.0;10.0;moderate;5.0
55.0;7395294;100.0;2.0;Embajadores;Centro;Madrid, Spain;Apartment;Entire home/apt;3;1.0;1.0;2.0;Real Bed;2;8;1;1125;6;18;42;132;0;;;;;strict;2.0
12.0;11560317;100.0;11.0;Puerta del Angel;Latina;Madrid, Spain;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;1;5;4;10;30;60;90;365;4;8.0;6.0;7.0;8.0;strict;11.0
80.0;335685;100.0;9.0;Palacio;Centro;Madrid, Spain;Apartment;Entire home/apt;6;1.0;2.0;3.0;Real Bed;3;15;2;1125;6;20;47;318;10;9.0;9.0;10.0;9.0;flexible;8.0
58.0;17753279;100.0;1.0;Palacio;Centro;Madrid, Spain;Apartment;Entire home/apt;2;1.0;1.0;2.0;Real Bed;2;15;3;30;5;6;9;187;61;10.0;10.0;10.0;10.0;moderate;1.0
71.0;3926474;100.0;10.0;Sol;Centro;Madrid, Spain;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;2;10;3;120;10;31;57;318;36;9.0;9.0;10.0;9.0;flexible;10.0
21.0;21778096;100.0;3.0;Peñagrande;Fuencarral - El Pardo;Madrid, Spain;House;Private room;2;1.0;1.0;2.0;Real Bed;1;21;2;30;12;25;25;240;23;9.0;10.0;9.0;9.0;strict;3.0
70.0;97415348;100.0;1.0;Almagro;Chamberí;Madrid, Spain;Apartment;Entire home/apt;4;1.0;1.0;2.0;Pull-out Sofa;2;15;2;1125;13;41;67;157;18;10.0;10.0;10.0;10.0;strict;1.0
90.0;55777377;100.0;15.0;Trafalgar;Chamberí;Madrid, Spain;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;1;0;1;1125;6;6;6;211;0;;;;;flexible;15.0
139.0;51588646;100.0;1.0;Castillejos;Tetuán;Madrid, Spain;Apartment;Entire home/apt;3;1.0;1.0;2.0;Real Bed;2;15;1;1125;23;53;83;358;20;10.0;10.0;9.0;10.0;strict;1.0
120.0;9063235;100.0;25.0;Sutton;;Sutton, United Kingdom;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;1;0;3;1125;25;25;25;25;1;10.0;10.0;10.0;10.0;flexible;7.0
18.0;48060532;93.0;2.0;Universidad;Centro;Madrid, Spain;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;1;0;30;60;0;0;7;282;1;10.0;10.0;10.0;10.0;flexible;2.0
66.0;2486031;80.0;1.0;Luxembourg;;Paris, France;Apartment;Entire home/apt;2;1.0;0.0;1.0;Real Bed;1;0;2;1125;0;0;0;186;12;10.0;10.0;10.0;9.0;strict;1.0
32.0;2833018;100.0;2.0;Rios Rosas;Chamberí;Madrid, Spain;House;Private room;1;1.0;1.0;1.0;Real Bed;1;0;1;9;30;60;90;150;18;10.0;10.0;10.0;9.0;moderate;2.0
19.0;2991670;99.0;34.0;Guindalera;Salamanca;Madrid, Spain;Apartment;Private room;4;1.0;1.0;4.0;Real Bed;1;18;1;1125;7;37;67;342;3;5.0;6.0;7.0;5.0;strict;33.0
149.0;132184;;1.0;Palos de Moguer;Arganzuela;Madrid, Spain;Dorm;Private room;1;0.0;1.0;1.0;Pull-out Sofa;1;75;2;730;30;60;90;365;0;;;;;strict;1.0
80.0;12030420;100.0;39.0;Cuatro Caminos;Tetuán;Madrid, Spain;Apartment;Entire home/apt;6;1.0;2.0;3.0;Real Bed;4;30;2;1125;17;45;70;332;40;9.0;10.0;10.0;9.0;moderate;18.0
25.0;78914759;100.0;2.0;San Isidro;Carabanchel;Madrid, Spain;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;1;0;1;1125;29;59;89;89;0;;;;;flexible;2.0
62.0;60047857;100.0;32.0;Guindalera;Salamanca;Madrid, Spain;Apartment;Entire home/apt;4;1.0;1.0;1.0;Real Bed;1;0;4;1125;2;2;24;86;0;;;;;moderate;29.0
28.0;7460414;0.0;1.0;Arapiles;Chamberí;Madrid, Spain;Apartment;Private room;1;0.5;1.0;1.0;Real Bed;1;0;1;3;22;52;82;83;6;10.0;10.0;10.0;9.0;flexible;1.0
95.0;17236814;75.0;1.0;Sol;Centro;Madrid, Spain;House;Private room;1;1.0;4.0;3.0;Real Bed;1;0;1;1125;0;6;36;311;4;8.0;9.0;10.0;9.0;moderate;1.0
20.0;15258781;100.0;114.0;Embajadores;Centro;Madrid, Spain;Apartment;Private room;2;2.0;1.0;1.0;Real Bed;1;5;10;1125;0;0;6;281;0;;;;;strict;97.0
95.0;10399987;94.0;1.0;Almagro;Chamberí;Madrid, Spain;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;1;0;4;1125;17;47;77;352;4;10.0;10.0;10.0;10.0;flexible;1.0
25.0;15258781;100.0;114.0;Embajadores;Centro;Madrid, Spain;Apartment;Private room;2;4.0;1.0;1.0;Real Bed;1;5;10;1125;0;0;0;61;0;;;;;strict;97.0
50.0;1566057;100.0;1.0;Embajadores;Centro;Madrid, Spain;Apartment;Entire home/apt;5;1.0;1.0;3.0;Real Bed;2;20;3;90;2;2;4;258;141;10.0;10.0;9.0;10.0;moderate;1.0
140.0;3921920;;1.0;San Isidro;Carabanchel;Madrid, Spain;House;Entire home/apt;6;2.0;3.0;5.0;Real Bed;1;0;3;1125;0;0;0;0;0;;;;;flexible;1.0
32.0;84628748;100.0;3.0;Costillares;Ciudad Lineal;Madrid, Spain;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;1;0;1;29;12;38;68;68;0;;;;;moderate;3.0
17.0;51487518;90.0;3.0;Acacias;Arganzuela;Madrid, Spain;Apartment;Private room;1;2.0;1.0;1.0;Real Bed;1;0;1;1125;0;0;5;280;0;;;;;flexible;3.0
105.0;8382880;100.0;3.0;Palacio;Centro;Madrid, Spain;House;Entire home/apt;6;1.0;2.0;4.0;Real Bed;4;20;2;1125;8;27;49;321;34;10.0;9.0;9.0;9.0;flexible;3.0
20.0;22374109;98.0;13.0;Lucero;Latina;Madrid, Spain;Apartment;Private room;2;1.0;1.0;2.0;Real Bed;1;7;1;1125;12;31;43;316;21;9.0;9.0;8.0;8.0;strict;8.0
16.0;97914995;100.0;6.0;Palacio;Centro;Madrid, Spain;Hostel;Shared room;16;3.0;1.0;10.0;Real Bed;1;17;1;1125;17;40;68;343;2;8.0;10.0;10.0;10.0;moderate;6.0
90.0;4710774;100.0;4.0;Palacio;Centro;Madrid, Spain;Apartment;Entire home/apt;4;1.0;2.0;2.0;Real Bed;2;15;3;1125;17;43;73;73;74;10.0;10.0;10.0;10.0;strict;4.0
38.0;17628440;;1.0;el Raval;Ciutat Vella;Barcelona, Spain;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;1;0;1;1125;0;0;0;0;9;9.0;8.0;9.0;9.0;strict;1.0
40.0;7825208;100.0;2.0;Universidad;Centro;Madrid, Spain;Apartment;Entire home/apt;4;1.0;0.0;2.0;Real Bed;2;5;1;1125;0;11;26;287;12;10.0;9.0;9.0;9.0;flexible;2.0
35.0;109332453;90.0;1.0;Universidad;Centro;Madrid, Spain;Apartment;Private room;2;1.0;1.0;2.0;Real Bed;1;0;1;1125;0;5;19;106;3;9.0;9.0;10.0;10.0;flexible;1.0
200.0;23289188;;1.0;Argüelles;Moncloa - Aravaca;Madrid, Spain;Apartment;Entire home/apt;3;1.0;1.0;1.0;Real Bed;1;0;1;1125;0;0;0;0;0;;;;;flexible;1.0
49.0;6306910;100.0;2.0;Sol;Centro;Madrid, Spain;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;2;20;3;1125;9;18;28;28;95;10.0;9.0;10.0;9.0;strict;2.0
100.0;71947417;100.0;1.0;Castillejos;Tetuán;Madrid, Spain;Apartment;Entire home/apt;6;1.0;2.0;3.0;Real Bed;4;20;1;1125;0;0;6;272;16;10.0;10.0;9.0;10.0;moderate;1.0
110.0;18717127;100.0;3.0;Sol;Centro;Madrid, Spain;Apartment;Entire home/apt;5;1.0;2.0;2.0;Real Bed;3;20;3;1125;8;15;30;278;22;9.0;10.0;10.0;9.0;moderate;3.0
25.0;24375266;90.0;3.0;Trafalgar;Chamberí;Madrid, Spain;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;2;15;1;1125;3;33;63;338;2;8.0;5.0;8.0;9.0;strict;2.0
95.0;23734195;70.0;2.0;Cortes;Centro;Madrid, Spain;Apartment;Entire home/apt;4;1.0;3.0;3.0;Real Bed;2;10;3;1125;12;42;72;347;0;;;;;flexible;2.0
150.0;3616523;100.0;4.0;Embajadores;Centro;Madrid, Spain;Apartment;Entire home/apt;6;1.0;3.0;5.0;Real Bed;4;20;3;1125;8;22;36;208;70;9.0;9.0;10.0;9.0;moderate;4.0
47.0;8344043;100.0;11.0;Palma de Mallorca;;Palma, Spain;Apartment;Entire home/apt;4;1.0;2.0;2.0;Real Bed;2;10;4;1125;9;9;11;208;0;;;;;strict;10.0
42.0;432236;90.0;3.0;Pinar del Rey;Hortaleza;Madrid, Spain;Apartment;Private room;1;1.0;1.0;2.0;Real Bed;1;0;1;1125;30;60;90;181;2;10.0;10.0;10.0;9.0;flexible;3.0
160.0;6577720;100.0;1.0;Oud-Oost;;Amsterdam, Netherlands;Apartment;Entire home/apt;3;1.0;2.0;2.0;Real Bed;2;0;3;1125;0;0;0;0;7;8.0;9.0;9.0;9.0;flexible;1.0
60.0;13199268;50.0;3.0;Dublin City;;Dublin, Ireland;Apartment;Private room;4;1.0;1.0;2.0;Real Bed;2;15;3;14;0;7;11;11;67;10.0;10.0;9.0;9.0;strict;2.0
35.0;6895308;100.0;1.0;Goya;Salamanca;Madrid, Spain;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;1;15;3;30;16;36;66;249;72;9.0;9.0;10.0;9.0;strict;1.0
67.0;7108328;96.0;26.0;Arapiles;Chamberí;Madrid, Spain;Apartment;Private room;4;1.0;1.0;1.0;Real Bed;1;0;2;30;8;28;46;310;2;7.0;8.0;7.0;6.0;flexible;26.0
65.0;3017315;100.0;5.0;Palacio;Centro;Madrid, Spain;Apartment;Entire home/apt;3;1.0;0.0;2.0;Real Bed;2;10;2;20;4;6;9;198;230;9.0;10.0;10.0;10.0;strict;5.0
47.0;34331457;92.0;1.0;Embajadores;Centro;Madrid, Spain;Apartment;Entire home/apt;3;1.0;1.0;1.0;Real Bed;2;12;1;1125;2;12;21;284;162;10.0;9.0;10.0;9.0;strict;1.0
35.0;101361128;100.0;1.0;Universidad;Centro;Madrid, Spain;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;1;0;1;7;0;0;0;0;1;4.0;2.0;10.0;2.0;flexible;1.0
23.0;75523336;;1.0;Pacífico;Retiro;Madrid, Spain;House;Private room;2;1.0;1.0;2.0;Real Bed;1;0;7;30;23;53;83;84;0;;;;;flexible;1.0
18.0;6074605;;2.0;Ventas;Ciudad Lineal;Madrid, Spain;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;1;0;1;365;0;0;5;31;1;10.0;10.0;10.0;10.0;moderate;2.0
59.0;28607713;100.0;1.0;Gaztambide;Chamberí;Madrid, Spain;Apartment;Entire home/apt;2;1.0;2.0;2.0;Real Bed;1;0;2;1125;6;18;48;323;17;9.0;10.0;9.0;9.0;moderate;1.0
44.0;28002035;100.0;3.0;Universidad;Centro;Madrid, Spain;Bed & Breakfast;Private room;4;1.0;1.0;2.0;Real Bed;1;15;15;1125;30;60;90;181;28;9.0;9.0;10.0;9.0;strict;3.0
90.0;99404595;40.0;1.0;Cortes;Centro;Madrid, Spain;Apartment;Entire home/apt;2;1.0;1.0;2.0;Pull-out Sofa;1;0;3;30;16;46;76;351;1;10.0;10.0;10.0;8.0;moderate;1.0
19.0;52332915;90.0;1.0;Goya;Salamanca;Madrid, Spain;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;1;0;1;1125;13;43;73;74;4;10.0;10.0;10.0;10.0;flexible;1.0
57.0;11650026;100.0;7.0;Embajadores;Centro;Madrid, Spain;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;2;20;3;95;2;17;35;268;8;10.0;10.0;10.0;9.0;strict;2.0
15.0;120769090;100.0;1.0;Embajadores;Centro;Madrid, Spain;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;1;0;1;3;3;25;55;56;2;10.0;10.0;10.0;10.0;strict;1.0
42.0;91443917;100.0;8.0;Sol;Centro;Madrid, Spain;Guesthouse;Private room;2;1.0;1.0;1.0;Real Bed;1;0;2;1125;0;0;0;0;32;10.0;10.0;10.0;10.0;strict;8.0
200.0;23490982;100.0;1.0;Palacio;Centro;Madrid, Spain;Apartment;Entire home/apt;6;3.0;4.0;6.0;Real Bed;1;0;2;1125;5;14;19;278;22;10.0;9.0;10.0;9.0;flexible;1.0
84.0;8244614;98.0;17.0;Palacio;Centro;Madrid, Spain;Apartment;Entire home/apt;4;1.0;2.0;2.0;Real Bed;2;10;6;122;7;37;54;141;3;9.0;8.0;9.0;9.0;moderate;10.0
80.0;17523018;100.0;3.0;Sol;Centro;Madrid, Spain;Apartment;Entire home/apt;2;1.0;1.0;2.0;Pull-out Sofa;1;0;3;1125;3;6;14;95;28;10.0;10.0;10.0;10.0;strict;3.0
68.0;106469916;100.0;1.0;San Isidro;Carabanchel;Madrid, Spain;Apartment;Entire home/apt;6;2.0;2.0;5.0;Real Bed;4;18;3;1125;1;2;12;255;6;10.0;9.0;10.0;10.0;moderate;1.0
45.0;4294898;100.0;1.0;Justicia;Centro;Madrid, Spain;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;2;5;2;1125;11;41;66;341;21;8.0;7.0;10.0;8.0;strict;1.0
90.0;14801477;;1.0;Embajadores;Centro;Madrid, Spain;Apartment;Entire home/apt;3;1.0;2.0;2.0;Real Bed;1;0;1;1125;0;0;0;0;1;10.0;10.0;10.0;10.0;flexible;1.0
86.0;54310958;99.0;207.0;Palacio;Centro;Madrid, Spain;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;2;10;3;1125;0;0;0;36;0;;;;;strict;67.0
40.0;16287439;100.0;5.0;Embajadores;Centro;Madrid, Spain;House;Private room;2;1.0;1.0;1.0;Real Bed;1;15;7;350;7;11;13;103;82;9.0;9.0;9.0;9.0;strict;5.0
29.0;103518827;100.0;4.0;Cortes;Centro;Madrid, Spain;Bed & Breakfast;Private room;2;1.0;1.0;1.0;Real Bed;1;0;1;1125;3;13;30;124;21;10.0;10.0;10.0;10.0;strict;4.0
150.0;21359368;;1.0;Prenzlauer Berg Süd;Pankow;Berlin, Germany;Apartment;Private room;3;1.0;1.0;1.0;Real Bed;1;0;1;1125;0;0;0;0;0;;;;;flexible;1.0
31.0;117752844;;38.0;Sol;Centro;Madrid, Spain;Apartment;Private room;1;2.0;1.0;1.0;Real Bed;1;0;7;1125;0;0;20;295;0;;;;;strict;38.0
54.0;901218;100.0;25.0;Cortes;Centro;Madrid, Spain;Apartment;Private room;6;2.0;1.0;4.0;Real Bed;2;28;1;100;26;56;86;361;12;8.0;8.0;10.0;9.0;strict;14.0
20.0;15258781;100.0;114.0;Sol;Centro;Madrid, Spain;Apartment;Private room;2;2.0;1.0;1.0;Real Bed;1;0;10;1125;0;0;6;281;2;9.0;8.0;10.0;9.0;strict;97.0
70.0;80312544;100.0;1.0;Imperial;Arganzuela;Madrid, Spain;Apartment;Entire home/apt;5;1.0;2.0;3.0;Real Bed;1;0;5;1125;7;13;31;31;2;9.0;10.0;8.0;10.0;moderate;1.0
80.0;19592637;100.0;3.0;Palma de Mallorca;;Palma, Spain;Apartment;Entire home/apt;4;1.0;2.0;3.0;Real Bed;1;0;3;1125;12;25;51;268;26;10.0;10.0;10.0;10.0;strict;3.0
125.0;5558099;96.0;147.0;Santa Margalida;;Santa Margalida, Spain;House;Entire home/apt;7;3.0;3.0;4.0;Real Bed;1;0;5;1125;20;39;59;300;3;9.0;9.0;8.0;9.0;strict;129.0
30.0;23698510;100.0;1.0;Embajadores;Centro;Madrid, Spain;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;1;10;1;1125;0;0;30;305;48;10.0;10.0;10.0;10.0;flexible;1.0
60.0;22912817;25.0;1.0;Universidad;Centro;Madrid, Spain;Apartment;Entire home/apt;3;1.0;1.0;2.0;Real Bed;1;10;4;16;23;53;83;173;0;;;;;moderate;1.0
50.0;3961575;100.0;11.0;Palos de Moguer;Arganzuela;Madrid, Spain;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;2;10;2;365;13;30;48;292;22;7.0;6.0;8.0;7.0;strict;11.0
60.0;15644991;100.0;1.0;Guindalera;Salamanca;Madrid, Spain;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;1;0;5;15;4;12;12;261;5;10.0;10.0;10.0;10.0;flexible;1.0
75.0;2516266;100.0;36.0;Universidad;Centro;Madrid, Spain;Apartment;Entire home/apt;5;1.0;1.0;1.0;Real Bed;1;0;2;1125;8;25;53;199;10;8.0;7.0;8.0;7.0;moderate;26.0
59.0;5385927;;1.0;Brunnenstr. Süd;Mitte;Berlin, Germany;Apartment;Entire home/apt;3;1.0;1.0;2.0;Real Bed;2;0;2;1125;0;0;0;153;1;10.0;8.0;10.0;10.0;moderate;1.0
75.0;8999371;100.0;3.0;Universidad;Centro;Madrid, Spain;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;2;15;3;15;8;17;33;301;64;10.0;10.0;10.0;9.0;moderate;3.0
27.0;10253538;;1.0;Guindalera;Salamanca;Madrid, Spain;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;1;0;1;4;0;0;0;0;18;10.0;10.0;10.0;10.0;moderate;1.0
39.0;82262913;100.0;1.0;San Isidro;Carabanchel;Madrid, Spain;Other;Entire home/apt;5;1.0;2.0;3.0;Pull-out Sofa;2;10;2;1125;0;0;22;140;10;10.0;10.0;9.0;10.0;moderate;1.0
45.0;5851851;94.0;1.0;Trafalgar;Chamberí;Madrid, Spain;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;1;0;3;1125;8;32;51;326;6;10.0;9.0;10.0;9.0;moderate;1.0
50.0;6128492;;1.0;Recoletos;Salamanca;Madrid, Spain;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;1;0;1;1125;0;0;0;0;0;;;;;flexible;1.0
30.0;5637876;100.0;5.0;Pacífico;Retiro;Madrid, Spain;Apartment;Private room;3;1.0;1.0;2.0;Real Bed;1;7;5;1125;0;6;36;311;12;9.0;9.0;10.0;10.0;strict;2.0
21.0;2991670;99.0;34.0;Guindalera;Salamanca;Madrid, Spain;Apartment;Private room;2;1.0;1.0;2.0;Real Bed;1;18;1;1125;0;5;35;310;7;8.0;8.0;9.0;8.0;strict;33.0
52.0;13523635;100.0;3.0;Almenara;Tetuán;Madrid, Spain;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;1;10;1;1125;16;46;76;351;25;9.0;9.0;9.0;9.0;flexible;3.0
50.0;22273662;100.0;1.0;Hispanoamérica;Chamartín;Madrid, Spain;House;Private room;2;1.5;1.0;1.0;Real Bed;1;0;2;1125;20;41;71;346;26;10.0;10.0;10.0;10.0;moderate;1.0
31.0;33208372;100.0;4.0;Palacio;Centro;Madrid, Spain;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;1;0;1;1125;14;39;69;159;65;9.0;9.0;10.0;9.0;strict;4.0
60.0;116196433;100.0;2.0;Concepción;Ciudad Lineal;Madrid, Spain;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;2;20;7;1125;23;53;83;83;0;;;;;flexible;2.0
340.0;5558099;96.0;147.0;Ariany;;Petra, Spain;House;Entire home/apt;16;6.0;8.0;8.0;Real Bed;15;30;7;1125;20;21;21;141;0;;;;;strict;129.0
12.0;11560317;100.0;11.0;Puerta del Angel;Latina;Madrid, Spain;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;1;5;4;10;30;60;90;365;8;9.0;9.0;9.0;9.0;strict;11.0
46.0;64846729;100.0;1.0;Arapiles;Chamberí;Madrid, Spain;Apartment;Entire home/apt;3;1.0;0.0;2.0;Real Bed;1;0;1;1125;0;0;0;0;105;10.0;9.0;10.0;9.0;strict;1.0
35.0;82022810;100.0;1.0;Imperial;Arganzuela;Madrid, Spain;Loft;Entire home/apt;2;1.0;1.0;1.0;Pull-out Sofa;1;0;2;1125;0;0;1;30;9;9.0;10.0;9.0;9.0;moderate;1.0
180.0;98617794;100.0;1.0;Lista;Salamanca;Madrid, Spain;Apartment;Entire home/apt;6;2.0;3.0;5.0;Real Bed;1;0;2;1125;12;42;64;155;3;9.0;10.0;9.0;9.0;flexible;1.0
20.0;59313550;100.0;1.0;Pinar del Rey;Hortaleza;Madrid, Spain;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;1;0;1;26;16;46;76;351;11;9.0;9.0;9.0;9.0;moderate;1.0
55.0;2067679;100.0;3.0;Palomeras Bajas;Puente de Vallecas;Madrid, Spain;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;2;10;5;31;1;6;24;106;52;10.0;10.0;9.0;10.0;strict;3.0
25.0;118199795;100.0;1.0;Vista Alegre;Carabanchel;Madrid, Spain;Apartment;Private room;1;1.0;1.0;1.0;Real Bed;1;0;1;10;14;26;26;26;0;;;;;flexible;1.0
22.0;46270528;0.0;1.0;Valdezarza;Moncloa - Aravaca;Madrid, Spain;House;Private room;1;1.0;1.0;1.0;Real Bed;1;0;1;1125;30;60;90;365;3;10.0;9.0;9.0;10.0;flexible;1.0
48.0;38116635;100.0;2.0;Pasadena;;Pasadena, CA;House;Private room;1;1.0;1.0;1.0;Real Bed;1;0;3;1125;30;60;90;365;2;9.0;8.0;10.0;8.0;moderate;2.0
18.0;55671582;90.0;2.0;Opañel;Carabanchel;Madrid, Spain;Bed & Breakfast;Private room;1;0.0;1.0;1.0;Real Bed;1;18;1;1125;0;6;36;311;5;10.0;9.0;9.0;9.0;flexible;2.0
30.0;32570841;100.0;1.0;Universidad;Centro;Madrid, Spain;Apartment;Entire home/apt;2;1.0;0.0;1.0;Real Bed;1;0;1;1125;11;37;64;339;0;;;;;moderate;1.0
45.0;13865419;100.0;1.0;Wandsworth;;London, United Kingdom;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;1;0;3;1125;1;1;1;1;7;9.0;9.0;10.0;10.0;moderate;1.0
36.0;67058529;100.0;1.0;Embajadores;Centro;Madrid, Spain;Bed & Breakfast;Private room;2;1.0;1.0;1.0;Real Bed;1;15;2;60;7;37;67;235;22;10.0;10.0;10.0;10.0;strict;1.0
